source_url,source_status,target_url,target_status,hops,reason,internal_links_updated,sitemap_updated,owner,status,normalized_path,purpose,decision_state,review_required,loss_risk,evidence_date,source_evidence,gsc_metrics,backlink_metrics
https://dentix.ua/author/newdentix/feed/,200,https://dentix.ua/author/newdentix/feed/,NOT_IMPLEMENTED,NOT_APPLICABLE,Discovered public RSS/comments feed; subscriptions and comment contents not assessed. Decide keep/export/410 only with owner review; never redirect feed to HTML homepage.,False,False,DENTIX owner / hosting owner; named assignee pending,HOLD_FOR_CONFIRMATION,/author/newdentix/feed/,feed,RECOMMENDED_PLANNING_ONLY,client,Unmeasured legacy access/link loss,2026-09-12,crawl-report.csv exact URL; external public-evidence/crawl.json or media-http.json,ACCESS_BLOCKED,UNKNOWN
https://dentix.ua/category/bez-rubriki/feed/,200,https://dentix.ua/category/bez-rubriki/feed/,NOT_IMPLEMENTED,NOT_APPLICABLE,Discovered public RSS/comments feed; subscriptions and comment contents not assessed. Decide keep/export/410 only with owner review; never redirect feed to HTML homepage.,False,False,DENTIX owner / hosting owner; named assignee pending,HOLD_FOR_CONFIRMATION,/category/bez-rubriki/feed/,feed,RECOMMENDED_PLANNING_ONLY,client,Unmeasured legacy access/link loss,2026-09-12,crawl-report.csv exact URL; external public-evidence/crawl.json or media-http.json,ACCESS_BLOCKED,UNKNOWN
https://dentix.ua/comments/feed/,200,https://dentix.ua/comments/feed/,NOT_IMPLEMENTED,NOT_APPLICABLE,Discovered public RSS/comments feed; subscriptions and comment contents not assessed. Decide keep/export/410 only with owner review; never redirect feed to HTML homepage.,False,False,DENTIX owner / hosting owner; named assignee pending,HOLD_FOR_CONFIRMATION,/comments/feed/,feed,RECOMMENDED_PLANNING_ONLY,client,Unmeasured legacy access/link loss,2026-09-12,crawl-report.csv exact URL; external public-evidence/crawl.json or media-http.json,ACCESS_BLOCKED,UNKNOWN
https://dentix.ua/elementor-5/feed/,200,https://dentix.ua/elementor-5/feed/,NOT_IMPLEMENTED,NOT_APPLICABLE,Discovered public RSS/comments feed; subscriptions and comment contents not assessed. Decide keep/export/410 only with owner review; never redirect feed to HTML homepage.,False,False,DENTIX owner / hosting owner; named assignee pending,HOLD_FOR_CONFIRMATION,/elementor-5/feed/,feed,RECOMMENDED_PLANNING_ONLY,client,Unmeasured legacy access/link loss,2026-09-12,crawl-report.csv exact URL; external public-evidence/crawl.json or media-http.json,ACCESS_BLOCKED,UNKNOWN
https://dentix.ua/feed/,200,https://dentix.ua/feed/,NOT_IMPLEMENTED,NOT_APPLICABLE,Discovered public RSS/comments feed; subscriptions and comment contents not assessed. Decide keep/export/410 only with owner review; never redirect feed to HTML homepage.,False,False,DENTIX owner / hosting owner; named assignee pending,HOLD_FOR_CONFIRMATION,/feed/,feed,RECOMMENDED_PLANNING_ONLY,client,Unmeasured legacy access/link loss,2026-09-12,crawl-report.csv exact URL; external public-evidence/crawl.json or media-http.json,ACCESS_BLOCKED,UNKNOWN
https://dentix.ua/otzyivyi/feed/,200,https://dentix.ua/otzyivyi/feed/,NOT_IMPLEMENTED,NOT_APPLICABLE,Discovered public RSS/comments feed; subscriptions and comment contents not assessed. Decide keep/export/410 only with owner review; never redirect feed to HTML homepage.,False,False,DENTIX owner / hosting owner; named assignee pending,HOLD_FOR_CONFIRMATION,/otzyivyi/feed/,feed,RECOMMENDED_PLANNING_ONLY,client,Unmeasured legacy access/link loss,2026-09-12,crawl-report.csv exact URL; external public-evidence/crawl.json or media-http.json,ACCESS_BLOCKED,UNKNOWN
https://www.dentix.ua/,301,https://dentix.ua/,NOT_IMPLEMENTED,planned 1,Normalize host/protocol to existing canonical; observed current redirect chain recorded.,False,False,DENTIX owner / hosting owner; named assignee pending,301,/,content,RECOMMENDED_PLANNING_ONLY,client,Unmeasured legacy access/link loss,2026-09-12,crawl-report.csv exact URL; external public-evidence/crawl.json or media-http.json,ACCESS_BLOCKED,UNKNOWN
http://dentix.ua/,301,https://dentix.ua/,NOT_IMPLEMENTED,planned 1,Normalize host/protocol to existing canonical; observed current redirect chain recorded.,False,False,DENTIX owner / hosting owner; named assignee pending,301,/,content,RECOMMENDED_PLANNING_ONLY,client,Unmeasured legacy access/link loss,2026-09-12,crawl-report.csv exact URL; external public-evidence/crawl.json or media-http.json,ACCESS_BLOCKED,UNKNOWN
https://dentix.ua/wp-content/uploads/2024/03/Logo_cu.png,200,https://dentix.ua/wp-content/uploads/2024/03/Logo_cu.png,NOT_IMPLEMENTED,NOT_APPLICABLE,"Linked or embedded legacy image variant. Preserve URL pending asset-owner approval, original/responsive variant mapping and clinical/consent checks; no copying into new site now.",False,False,DENTIX owner / hosting owner; named assignee pending,HOLD_FOR_CONFIRMATION,/wp-content/uploads/2024/03/Logo_cu.png,media,RECOMMENDED_PLANNING_ONLY,asset owner; clinical reviewer if patient/case material,Unmeasured legacy access/link loss,2026-09-12,crawl-report.csv exact URL; external public-evidence/crawl.json or media-http.json,ACCESS_BLOCKED,UNKNOWN
https://dentix.ua/wp-content/uploads/2021/04/14_150-150x150.png,200,https://dentix.ua/wp-content/uploads/2021/04/14_150-150x150.png,NOT_IMPLEMENTED,NOT_APPLICABLE,"Linked or embedded legacy image variant. Preserve URL pending asset-owner approval, original/responsive variant mapping and clinical/consent checks; no copying into new site now.",False,False,DENTIX owner / hosting owner; named assignee pending,HOLD_FOR_CONFIRMATION,/wp-content/uploads/2021/04/14_150-150x150.png,media,RECOMMENDED_PLANNING_ONLY,asset owner; clinical reviewer if patient/case material,Unmeasured legacy access/link loss,2026-09-12,crawl-report.csv exact URL; external public-evidence/crawl.json or media-http.json,ACCESS_BLOCKED,UNKNOWN
https://dentix.ua/wp-content/uploads/2021/04/13_150-150x150.png,200,https://dentix.ua/wp-content/uploads/2021/04/13_150-150x150.png,NOT_IMPLEMENTED,NOT_APPLICABLE,"Linked or embedded legacy image variant. Preserve URL pending asset-owner approval, original/responsive variant mapping and clinical/consent checks; no copying into new site now.",False,False,DENTIX owner / hosting owner; named assignee pending,HOLD_FOR_CONFIRMATION,/wp-content/uploads/2021/04/13_150-150x150.png,media,RECOMMENDED_PLANNING_ONLY,asset owner; clinical reviewer if patient/case material,Unmeasured legacy access/link loss,2026-09-12,crawl-report.csv exact URL; external public-evidence/crawl.json or media-http.json,ACCESS_BLOCKED,UNKNOWN
https://dentix.ua/wp-content/uploads/2021/04/15_150-150x150.png,200,https://dentix.ua/wp-content/uploads/2021/04/15_150-150x150.png,NOT_IMPLEMENTED,NOT_APPLICABLE,"Linked or embedded legacy image variant. Preserve URL pending asset-owner approval, original/responsive variant mapping and clinical/consent checks; no copying into new site now.",False,False,DENTIX owner / hosting owner; named assignee pending,HOLD_FOR_CONFIRMATION,/wp-content/uploads/2021/04/15_150-150x150.png,media,RECOMMENDED_PLANNING_ONLY,asset owner; clinical reviewer if patient/case material,Unmeasured legacy access/link loss,2026-09-12,crawl-report.csv exact URL; external public-evidence/crawl.json or media-http.json,ACCESS_BLOCKED,UNKNOWN
https://dentix.ua/wp-content/uploads/2024/05/20240405_123140_300-169x300.jpg,200,https://dentix.ua/wp-content/uploads/2024/05/20240405_123140_300-169x300.jpg,NOT_IMPLEMENTED,NOT_APPLICABLE,"Linked or embedded legacy image variant. Preserve URL pending asset-owner approval, original/responsive variant mapping and clinical/consent checks; no copying into new site now.",False,False,DENTIX owner / hosting owner; named assignee pending,HOLD_FOR_CONFIRMATION,/wp-content/uploads/2024/05/20240405_123140_300-169x300.jpg,media,RECOMMENDED_PLANNING_ONLY,asset owner; clinical reviewer if patient/case material,Unmeasured legacy access/link loss,2026-09-12,crawl-report.csv exact URL; external public-evidence/crawl.json or media-http.json,ACCESS_BLOCKED,UNKNOWN
https://dentix.ua/wp-content/uploads/2024/05/20240405_105221_300-169x300.jpg,200,https://dentix.ua/wp-content/uploads/2024/05/20240405_105221_300-169x300.jpg,NOT_IMPLEMENTED,NOT_APPLICABLE,"Linked or embedded legacy image variant. Preserve URL pending asset-owner approval, original/responsive variant mapping and clinical/consent checks; no copying into new site now.",False,False,DENTIX owner / hosting owner; named assignee pending,HOLD_FOR_CONFIRMATION,/wp-content/uploads/2024/05/20240405_105221_300-169x300.jpg,media,RECOMMENDED_PLANNING_ONLY,asset owner; clinical reviewer if patient/case material,Unmeasured legacy access/link loss,2026-09-12,crawl-report.csv exact URL; external public-evidence/crawl.json or media-http.json,ACCESS_BLOCKED,UNKNOWN
https://dentix.ua/wp-content/uploads/2024/05/20240405_105452_300-169x300.jpg,200,https://dentix.ua/wp-content/uploads/2024/05/20240405_105452_300-169x300.jpg,NOT_IMPLEMENTED,NOT_APPLICABLE,"Linked or embedded legacy image variant. Preserve URL pending asset-owner approval, original/responsive variant mapping and clinical/consent checks; no copying into new site now.",False,False,DENTIX owner / hosting owner; named assignee pending,HOLD_FOR_CONFIRMATION,/wp-content/uploads/2024/05/20240405_105452_300-169x300.jpg,media,RECOMMENDED_PLANNING_ONLY,asset owner; clinical reviewer if patient/case material,Unmeasured legacy access/link loss,2026-09-12,crawl-report.csv exact URL; external public-evidence/crawl.json or media-http.json,ACCESS_BLOCKED,UNKNOWN
https://dentix.ua/wp-content/uploads/2024/05/20240405_105121_300-169x300.jpg,200,https://dentix.ua/wp-content/uploads/2024/05/20240405_105121_300-169x300.jpg,NOT_IMPLEMENTED,NOT_APPLICABLE,"Linked or embedded legacy image variant. Preserve URL pending asset-owner approval, original/responsive variant mapping and clinical/consent checks; no copying into new site now.",False,False,DENTIX owner / hosting owner; named assignee pending,HOLD_FOR_CONFIRMATION,/wp-content/uploads/2024/05/20240405_105121_300-169x300.jpg,media,RECOMMENDED_PLANNING_ONLY,asset owner; clinical reviewer if patient/case material,Unmeasured legacy access/link loss,2026-09-12,crawl-report.csv exact URL; external public-evidence/crawl.json or media-http.json,ACCESS_BLOCKED,UNKNOWN
https://dentix.ua/wp-content/uploads/2021/04/sert10-215x300.jpg,200,https://dentix.ua/wp-content/uploads/2021/04/sert10-215x300.jpg,NOT_IMPLEMENTED,NOT_APPLICABLE,"Linked or embedded legacy image variant. Preserve URL pending asset-owner approval, original/responsive variant mapping and clinical/consent checks; no copying into new site now.",False,False,DENTIX owner / hosting owner; named assignee pending,HOLD_FOR_CONFIRMATION,/wp-content/uploads/2021/04/sert10-215x300.jpg,media,RECOMMENDED_PLANNING_ONLY,asset owner; clinical reviewer if patient/case material,Unmeasured legacy access/link loss,2026-09-12,crawl-report.csv exact URL; external public-evidence/crawl.json or media-http.json,ACCESS_BLOCKED,UNKNOWN
https://dentix.ua/wp-content/uploads/2021/04/sert9-213x300.jpg,200,https://dentix.ua/wp-content/uploads/2021/04/sert9-213x300.jpg,NOT_IMPLEMENTED,NOT_APPLICABLE,"Linked or embedded legacy image variant. Preserve URL pending asset-owner approval, original/responsive variant mapping and clinical/consent checks; no copying into new site now.",False,False,DENTIX owner / hosting owner; named assignee pending,HOLD_FOR_CONFIRMATION,/wp-content/uploads/2021/04/sert9-213x300.jpg,media,RECOMMENDED_PLANNING_ONLY,asset owner; clinical reviewer if patient/case material,Unmeasured legacy access/link loss,2026-09-12,crawl-report.csv exact URL; external public-evidence/crawl.json or media-http.json,ACCESS_BLOCKED,UNKNOWN
https://dentix.ua/wp-content/uploads/2021/04/sert8-208x300.jpg,200,https://dentix.ua/wp-content/uploads/2021/04/sert8-208x300.jpg,NOT_IMPLEMENTED,NOT_APPLICABLE,"Linked or embedded legacy image variant. Preserve URL pending asset-owner approval, original/responsive variant mapping and clinical/consent checks; no copying into new site now.",False,False,DENTIX owner / hosting owner; named assignee pending,HOLD_FOR_CONFIRMATION,/wp-content/uploads/2021/04/sert8-208x300.jpg,media,RECOMMENDED_PLANNING_ONLY,asset owner; clinical reviewer if patient/case material,Unmeasured legacy access/link loss,2026-09-12,crawl-report.csv exact URL; external public-evidence/crawl.json or media-http.json,ACCESS_BLOCKED,UNKNOWN
https://dentix.ua/wp-content/uploads/2021/04/sert7-203x300.jpg,200,https://dentix.ua/wp-content/uploads/2021/04/sert7-203x300.jpg,NOT_IMPLEMENTED,NOT_APPLICABLE,"Linked or embedded legacy image variant. Preserve URL pending asset-owner approval, original/responsive variant mapping and clinical/consent checks; no copying into new site now.",False,False,DENTIX owner / hosting owner; named assignee pending,HOLD_FOR_CONFIRMATION,/wp-content/uploads/2021/04/sert7-203x300.jpg,media,RECOMMENDED_PLANNING_ONLY,asset owner; clinical reviewer if patient/case material,Unmeasured legacy access/link loss,2026-09-12,crawl-report.csv exact URL; external public-evidence/crawl.json or media-http.json,ACCESS_BLOCKED,UNKNOWN
https://dentix.ua/wp-content/uploads/2021/04/sert6-300x213.jpg,200,https://dentix.ua/wp-content/uploads/2021/04/sert6-300x213.jpg,NOT_IMPLEMENTED,NOT_APPLICABLE,"Linked or embedded legacy image variant. Preserve URL pending asset-owner approval, original/responsive variant mapping and clinical/consent checks; no copying into new site now.",False,False,DENTIX owner / hosting owner; named assignee pending,HOLD_FOR_CONFIRMATION,/wp-content/uploads/2021/04/sert6-300x213.jpg,media,RECOMMENDED_PLANNING_ONLY,asset owner; clinical reviewer if patient/case material,Unmeasured legacy access/link loss,2026-09-12,crawl-report.csv exact URL; external public-evidence/crawl.json or media-http.json,ACCESS_BLOCKED,UNKNOWN
https://dentix.ua/wp-content/uploads/2021/04/sert5-211x300.jpg,200,https://dentix.ua/wp-content/uploads/2021/04/sert5-211x300.jpg,NOT_IMPLEMENTED,NOT_APPLICABLE,"Linked or embedded legacy image variant. Preserve URL pending asset-owner approval, original/responsive variant mapping and clinical/consent checks; no copying into new site now.",False,False,DENTIX owner / hosting owner; named assignee pending,HOLD_FOR_CONFIRMATION,/wp-content/uploads/2021/04/sert5-211x300.jpg,media,RECOMMENDED_PLANNING_ONLY,asset owner; clinical reviewer if patient/case material,Unmeasured legacy access/link loss,2026-09-12,crawl-report.csv exact URL; external public-evidence/crawl.json or media-http.json,ACCESS_BLOCKED,UNKNOWN
https://dentix.ua/wp-content/uploads/2021/04/sert4-212x300.jpg,200,https://dentix.ua/wp-content/uploads/2021/04/sert4-212x300.jpg,NOT_IMPLEMENTED,NOT_APPLICABLE,"Linked or embedded legacy image variant. Preserve URL pending asset-owner approval, original/responsive variant mapping and clinical/consent checks; no copying into new site now.",False,False,DENTIX owner / hosting owner; named assignee pending,HOLD_FOR_CONFIRMATION,/wp-content/uploads/2021/04/sert4-212x300.jpg,media,RECOMMENDED_PLANNING_ONLY,asset owner; clinical reviewer if patient/case material,Unmeasured legacy access/link loss,2026-09-12,crawl-report.csv exact URL; external public-evidence/crawl.json or media-http.json,ACCESS_BLOCKED,UNKNOWN
https://dentix.ua/wp-content/uploads/2021/04/sert3-212x300.jpg,200,https://dentix.ua/wp-content/uploads/2021/04/sert3-212x300.jpg,NOT_IMPLEMENTED,NOT_APPLICABLE,"Linked or embedded legacy image variant. Preserve URL pending asset-owner approval, original/responsive variant mapping and clinical/consent checks; no copying into new site now.",False,False,DENTIX owner / hosting owner; named assignee pending,HOLD_FOR_CONFIRMATION,/wp-content/uploads/2021/04/sert3-212x300.jpg,media,RECOMMENDED_PLANNING_ONLY,asset owner; clinical reviewer if patient/case material,Unmeasured legacy access/link loss,2026-09-12,crawl-report.csv exact URL; external public-evidence/crawl.json or media-http.json,ACCESS_BLOCKED,UNKNOWN
https://dentix.ua/wp-content/uploads/2021/04/sert2-214x300.jpg,200,https://dentix.ua/wp-content/uploads/2021/04/sert2-214x300.jpg,NOT_IMPLEMENTED,NOT_APPLICABLE,"Linked or embedded legacy image variant. Preserve URL pending asset-owner approval, original/responsive variant mapping and clinical/consent checks; no copying into new site now.",False,False,DENTIX owner / hosting owner; named assignee pending,HOLD_FOR_CONFIRMATION,/wp-content/uploads/2021/04/sert2-214x300.jpg,media,RECOMMENDED_PLANNING_ONLY,asset owner; clinical reviewer if patient/case material,Unmeasured legacy access/link loss,2026-09-12,crawl-report.csv exact URL; external public-evidence/crawl.json or media-http.json,ACCESS_BLOCKED,UNKNOWN
https://dentix.ua/wp-content/uploads/2021/04/sert1-216x300.jpg,200,https://dentix.ua/wp-content/uploads/2021/04/sert1-216x300.jpg,NOT_IMPLEMENTED,NOT_APPLICABLE,"Linked or embedded legacy image variant. Preserve URL pending asset-owner approval, original/responsive variant mapping and clinical/consent checks; no copying into new site now.",False,False,DENTIX owner / hosting owner; named assignee pending,HOLD_FOR_CONFIRMATION,/wp-content/uploads/2021/04/sert1-216x300.jpg,media,RECOMMENDED_PLANNING_ONLY,asset owner; clinical reviewer if patient/case material,Unmeasured legacy access/link loss,2026-09-12,crawl-report.csv exact URL; external public-evidence/crawl.json or media-http.json,ACCESS_BLOCKED,UNKNOWN
https://dentix.ua/wp-content/uploads/2021/04/Stas.jpg,200,https://dentix.ua/wp-content/uploads/2021/04/Stas.jpg,NOT_IMPLEMENTED,NOT_APPLICABLE,"Linked or embedded legacy image variant. Preserve URL pending asset-owner approval, original/responsive variant mapping and clinical/consent checks; no copying into new site now.",False,False,DENTIX owner / hosting owner; named assignee pending,HOLD_FOR_CONFIRMATION,/wp-content/uploads/2021/04/Stas.jpg,media,RECOMMENDED_PLANNING_ONLY,asset owner; clinical reviewer if patient/case material,Unmeasured legacy access/link loss,2026-09-12,crawl-report.csv exact URL; external public-evidence/crawl.json or media-http.json,ACCESS_BLOCKED,UNKNOWN
https://dentix.ua/wp-content/uploads/2024/05/20240405_123140_300.jpg,200,https://dentix.ua/wp-content/uploads/2024/05/20240405_123140_300.jpg,NOT_IMPLEMENTED,NOT_APPLICABLE,"Linked or embedded legacy image variant. Preserve URL pending asset-owner approval, original/responsive variant mapping and clinical/consent checks; no copying into new site now.",False,False,DENTIX owner / hosting owner; named assignee pending,HOLD_FOR_CONFIRMATION,/wp-content/uploads/2024/05/20240405_123140_300.jpg,media,RECOMMENDED_PLANNING_ONLY,asset owner; clinical reviewer if patient/case material,Unmeasured legacy access/link loss,2026-09-12,crawl-report.csv exact URL; external public-evidence/crawl.json or media-http.json,ACCESS_BLOCKED,UNKNOWN
